year_of_build,description,date,rieltor,district,num_of_rooms,floor_of_flat,sum_of_floors,area_of_flat,PRICE
2023,кирпичный,12.05.24,"Компания ""Этажы"" ",Алматы,2.0,4,10,77.0,26500000
2015,кирпичный,12.05.24,"Компания ""Этажы"" ",Алматы,2.0,12,12,75.0,29800000
2012,кирпичный,12.05.24,"Компания ""Этажы"" ",Алматы,2.0,10,16,64.0,28500000
2014,монолитный,12.05.24,"Компания ""Этажы"" ",Алматы,2.0,3,18,73.8,24000000
2023,кирпичный,12.05.24,"Компания ""Этажы"" ",Алматы,1.0,9,9,36.0,18500000
2021,монолитный,12.05.24,"Компания ""Этажы"" ",Алматы,2.0,9,9,43.0,21000000
2014,монолитный,12.05.24,"Компания ""Этажы"" ",Алматы,3.0,2,10,93.7,34500000
2018,кирпичный,12.05.24,"Компания ""Этажы"" ",Алматы,2.0,5,9,62.8,25000000
2019,монолитный,12.05.24,"Компания ""Этажы"" ",Алматы,1.0,12,15,50.0,18450000
2022,монолитный,12.05.24,"Компания ""Этажы"" ",Алматы,3.0,6,13,120.0,46000000
2022,кирпичный,12.05.24,"Компания ""Этажы"" ",Алматы,1.0,6,17,41.5,22000000
2020,кирпичный,12.05.24,"Компания ""Этажы"" ",Алматы,1.0,4,7,37.8,17800000
2006,кирпичный,12.05.24,"Компания ""Этажы"" ",Алматы,3.0,8,16,90.0,37000000
2022,блочный,12.05.24,"Компания ""Этажы"" ",Алматы,1.0,9,17,40.0,21000000
1967,панельный,12.05.24,"Компания ""Этажы"" ",Алматы,2.0,5,5,47.0,17000000
2020,монолитный,12.05.24,"Компания ""Этажы"" ",Алматы,1.0,12,21,44.9,17500000
2014,монолитный,12.05.24,"Компания ""Этажы"" ",Алматы,3.0,4,10,75.3,30500000
2009,монолитный,12.05.24,"Компания ""Этажы"" ",Алматы,2.0,10,16,68.3,27500000
2021,блочный,12.05.24,"Компания ""Этажы"" ",Алматы,2.0,8,8,68.4,29000000
2019,кирпичный,12.05.24,"Компания ""Этажы"" ",Алматы,2.0,5,9,56.0,26500000
2015,монолитный,12.05.24,"Компания ""Этажы"" ",Алматы,2.0,18,18,51.0,19500000
2009,монолитный,12.05.24,"Компания ""Этажы"" ",Алматы,1.0,4,9,38.0,18500000
2014,монолитный,12.05.24,"Компания ""Этажы"" ",Алматы,1.0,6,17,42.5,18000000
2023,монолитный,11.05.24,Агентство,Алматы,3.0,7,14,93.0,35000000
2021,монолитный,11.05.24,Частное лицо,Алматы,2.0,10,17,63.0,27500000
2021,кирпичный,11.05.24,Частное лицо,Алматы,2.0,11,25,60.0,20500000
1961,кирпичный,11.05.24,Частное лицо,Алматы,2.0,2,3,41.0,28000000
2023,кирпичный,11.05.24,Частное лицо,Алматы,2.0,7,13,64.0,30000000
2023,кирпичный,11.05.24,Частное лицо,Алматы,2.0,1,9,65.0,30500000
2010,кирпичный,11.05.24,Агентство,Алматы,3.0,4,9,130.0,43900000
2011,кирпичный,11.05.24,Агентство,Алматы,1.0,14,14,37.0,12500000
2011,кирпичный,11.05.24,"Компания ""Prospekt"" ",Алматы,2.0,9,9,66.0,27500000
2021,кирпичный,11.05.24,"Компания ""Prospekt"" ",Алматы,3.0,3,6,74.0,35500000
2021,кирпичный,11.05.24,Частное лицо,Алматы,2.0,3,9,42.0,18500000
2006,кирпичный,11.05.24,"Компания ""Этажы"" ",Алматы,1.0,5,5,22.0,7900000
2020,монолитный,11.05.24,"Компания ""Этажы"" ",Алматы,1.0,6,14,26.0,13000000
2011,монолитный,11.05.24,"Компания ""Этажы"" ",Алматы,1.0,2,16,39.0,15000000
1990,панельный,11.05.24,"Компания ""Этажы"" ",Алматы,3.0,3,5,60.0,26000000
2016,кирпичный,11.05.24,"Компания ""Этажы"" ",Алматы,2.0,2,5,67.0,21500000
2012,монолитный,11.05.24,"Компания ""Этажы"" ",Алматы,3.0,9,16,72.0,28000000
2023,монолитный,11.05.24,"Компания ""Этажы"" ",Алматы,1.0,3,13,44.0,16700000
2014,кирпичный,11.05.24,"Компания ""Этажы"" ",Алматы,2.0,8,9,42.0,19500000
2021,кирпичный,11.05.24,"Компания ""Этажы"" ",Алматы,2.0,9,9,62.0,29500000
2018,кирпичный,11.05.24,"Компания ""Этажы"" ",Алматы,2.0,7,9,65.0,30500000
1974,кирпичный,11.05.24,"Компания ""Этажы"" ",Алматы,3.0,4,5,56.0,14950000
2023,кирпичный,11.05.24,"Компания ""Этажы"" ",Алматы,2.0,7,9,36.0,20800000
2020,кирпичный,11.05.24,"Компания ""Этажы"" ",Алматы,1.0,3,9,36.1,15500000
2005,кирпичный,11.05.24,"Компания ""Этажы"" ",Алматы,1.0,1,9,44.0,19150000
2015,монолитный,11.05.24,"Компания ""Этажы"" ",Алматы,1.0,4,9,35.0,17990000
1978,панельный,11.05.24,"Компания ""Этажы"" ",Алматы,3.0,2,5,60.0,26000000
2015,монолитный,11.05.24,"Компания ""Этажы"" ",Алматы,3.0,1,10,75.7,27500000
2022,кирпичный,11.05.24,"Компания ""Этажы"" ",Алматы,3.0,9,9,90.0,46500000
2006,кирпичный,11.05.24,"Компания ""Этажы"" ",Алматы,1.0,8,9,26.5,12900000
1988,панельный,11.05.24,"Компания ""Этажы"" ",Алматы,3.0,4,9,68.0,28000000
2023,кирпичный,11.05.24,"Компания ""Этажы"" ",Алматы,1.0,1,9,33.9,15500000
1993,панельный,11.05.24,"Компания ""Этажы"" ",Алматы,1.0,5,6,20.0,5400000
1968,панельный,11.05.24,"Компания ""Этажы"" ",Алматы,3.0,1,5,55.5,18200000
2005,блочный,11.05.24,"Компания ""Этажы"" ",Алматы,2.0,5,10,52.3,19500000
2024,монолитный,11.05.24,"Компания ""Этажы"" ",Алматы,1.0,9,12,34.0,18500000
2022,кирпичный,11.05.24,"Компания ""Этажы"" ",Алматы,1.0,6,9,38.0,15500000
2017,монолитный,11.05.24,"Компания ""Этажы"" ",Алматы,2.0,9,9,56.0,31500000
2013,монолитный,11.05.24,"Компания ""Этажы"" ",Алматы,2.0,3,17,73.8,24500000
2021,кирпичный,11.05.24,"Компания ""Этажы"" ",Алматы,1.0,9,10,33.0,18950000
2023,кирпичный,11.05.24,"Компания ""Этажы"" ",Алматы,2.0,15,16,56.0,37000000
2016,кирпичный,11.05.24,"Компания ""Этажы"" ",Алматы,3.0,4,9,76.0,28800000
2023,кирпичный,11.05.24,"Компания ""Этажы"" ",Алматы,3.0,10,16,77.0,46000000
2002,кирпичный,11.05.24,"Компания ""Этажы"" ",Алматы,2.0,1,5,55.0,26000000
2004,кирпичный,11.05.24,"Компания ""Этажы"" ",Алматы,1.0,5,9,47.5,21000000
2010,монолитный,11.05.24,"Компания ""Этажы"" ",Алматы,2.0,18,23,65.0,24500000
2021,кирпичный,11.05.24,"Компания ""Этажы"" ",Алматы,1.0,11,11,35.0,19450000
2016,кирпичный,11.05.24,"Компания ""Этажы"" ",Алматы,2.0,3,9,58.5,23500000
2021,кирпичный,11.05.24,"Компания ""Этажы"" ",Алматы,1.0,9,12,38.0,19500000
1996,кирпичный,11.05.24,"Компания ""Этажы"" ",Алматы,1.0,8,9,35.0,15500000
2011,кирпичный,11.05.24,"Компания ""Этажы"" ",Алматы,1.0,4,24,60.0,25000000
2010,монолитный,11.05.24,"Компания ""Этажы"" ",Алматы,2.0,10,23,51.0,23800000
1987,панельный,11.05.24,"Компания ""Этажы"" ",Алматы,1.0,5,5,37.0,15500000
2014,монолитный,11.05.24,"Компания ""Этажы"" ",Алматы,2.0,8,22,49.0,19000000
2011,кирпичный,11.05.24,"Компания ""Этажы"" ",Алматы,1.0,3,5,18.6,9200000
2011,монолитный,11.05.24,"Компания ""Этажы"" ",Алматы,2.0,3,9,54.0,21500000
2001,панельный,11.05.24,"Компания ""Этажы"" ",Алматы,1.0,3,3,33.0,16500000
2022,кирпичный,11.05.24,"Компания ""Этажы"" ",Алматы,1.0,7,9,37.0,17500000
2014,кирпичный,11.05.24,"Компания ""Этажы"" ",Алматы,1.0,4,9,40.0,18950000
2023,кирпичный,11.05.24,"Компания ""Этажы"" ",Алматы,1.0,6,16,41.0,26500000
2023,блочный,11.05.24,"Компания ""Этажы"" ",Алматы,1.0,14,17,45.5,23500000
2006,кирпичный,11.05.24,"Компания ""Этажы"" ",Алматы,2.0,5,5,46.0,15000000
2018,кирпичный,11.05.24,"Компания ""Этажы"" ",Алматы,2.0,8,9,81.0,40000000
2008,монолитный,11.05.24,"Компания ""Этажы"" ",Алматы,3.0,10,12,83.0,32000000
2023,блочный,11.05.24,"Компания ""Этажы"" ",Алматы,3.0,13,23,90.0,35500000
1985,панельный,11.05.24,"Компания ""Этажы"" ",Алматы,2.0,5,5,50.8,20500000
2012,кирпичный,11.05.24,"Компания ""Этажы"" ",Алматы,1.0,12,12,43.5,17500000
1999,панельный,11.05.24,"Компания ""Этажы"" ",Алматы,3.0,6,9,67.4,30000000
2007,монолитный,11.05.24,"Компания ""Этажы"" ",Алматы,2.0,3,9,68.0,32000000
2022,блочный,11.05.24,"Компания ""Этажы"" ",Алматы,1.0,2,9,38.9,16700000
2022,кирпичный,11.05.24,"Компания ""Этажы"" ",Алматы,2.0,7,9,45.6,15500000
1988,монолитный,11.05.24,"Компания ""Этажы"" ",Алматы,2.0,1,5,50.0,20500000
2016,монолитный,11.05.24,"Компания ""Этажы"" ",Алматы,2.0,5,12,68.8,35000000
2013,кирпичный,11.05.24,"Компания ""Этажы"" ",Алматы,1.0,4,9,41.5,19300000
1975,панельный,11.05.24,"Компания ""Этажы"" ",Алматы,1.0,4,5,18.0,7500000
2006,кирпичный,11.05.24,"Компания ""Этажы"" ",Алматы,1.0,5,5,21.5,7400000
2018,монолитный,11.05.24,"Компания ""Этажы"" ",Алматы,1.0,9,10,43.0,21500000
2009,блочный,11.05.24,"Компания ""Этажы"" ",Алматы,2.0,2,14,75.7,31500000
2023,блочный,11.05.24,Частное лицо,Алматы,2.0,8,15,64.0,23500000
2009,монолитный,11.05.24,Риэлтор,Алматы,2.0,6,16,78.0,30500000
2012,кирпичный,11.05.24,Риэлтор,Алматы,2.0,10,12,44.0,19000000
2018,кирпичный,10.05.24,Агентство,Алматы,2.0,6,7,82.0,21500000
2022,монолитный,10.05.24,Частное лицо,Алматы,2.0,10,15,51.0,18000000
2019,кирпичный,10.05.24,Риэлтор,Алматы,3.0,7,7,99.0,37200000
2023,монолитный,10.05.24,Частное лицо,Алматы,1.0,6,12,38.1,26000000
2020,блочный,10.05.24,"Компания ""Этажы"" ",Алматы,2.0,7,9,75.0,31950000
2012,кирпичный,10.05.24,"Компания ""Sdelka Plus"" ",Алматы,2.0,8,10,60.0,25000000
2012,кирпичный,10.05.24,"Компания ""Sdelka Plus"" ",Алматы,3.0,1,14,85.0,40000000
2023,монолитный,10.05.24,"Компания ""Sdelka Plus"" ",Алматы,2.0,5,17,70.0,27000000
2023,монолитный,10.05.24,"Компания ""Sdelka Plus"" ",Алматы,1.0,4,18,36.0,16400000
2009,блочный,10.05.24,"Компания ""Sdelka Plus"" ",Алматы,3.0,3,6,110.0,35000000
2019,кирпичный,10.05.24,"Компания ""Sdelka Plus"" ",Алматы,3.0,7,7,100.0,38000000
1990,кирпичный,10.05.24,"Компания ""Sdelka Plus"" ",Алматы,3.0,5,5,72.0,29000000
2007,кирпичный,10.05.24,"Компания ""Sdelka Plus"" ",Алматы,2.0,10,12,47.0,18400000
2011,монолитный,10.05.24,"Компания ""Sdelka Plus"" ",Алматы,2.0,9,14,60.0,22000000
2018,кирпичный,10.05.24,"Компания ""Sdelka Plus"" ",Алматы,1.0,7,7,37.0,13500000
2005,кирпичный,10.05.24,"Компания ""Sdelka Plus"" ",Алматы,2.0,5,9,67.0,26400000
2011,кирпичный,10.05.24,"Компания ""Sdelka Plus"" ",Алматы,1.0,1,10,45.0,18000000
2011,кирпичный,10.05.24,"Компания ""Sdelka Plus"" ",Алматы,2.0,2,10,68.0,21900000
2012,монолитный,10.05.24,"Компания ""Sdelka Plus"" ",Алматы,3.0,6,12,87.0,36400000
2022,блочный,10.05.24,"Компания ""Sdelka Plus"" ",Алматы,3.0,4,15,74.0,41500000
2014,кирпичный,10.05.24,"Компания ""Sdelka Plus"" ",Алматы,3.0,2,10,123.0,45000000
2020,кирпичный,10.05.24,"Компания ""Sdelka Plus"" ",Алматы,2.0,58,9,9.0,16200000
2019,кирпичный,10.05.24,"Компания ""Sdelka Plus"" ",Алматы,2.0,3,7,43.0,18500000
2010,кирпичный,10.05.24,Частное лицо,Алматы,2.0,11,12,78.0,40000000
2021,кирпичный,10.05.24,"Компания ""Sdelka Plus"" ",Алматы,1.0,4,10,40.0,19500000
2009,кирпичный,10.05.24,"Компания ""Этажы"" ",Алматы,2.0,1,9,54.0,24450000
2022,монолитный,10.05.24,"Компания ""Этажы"" ",Алматы,2.0,5,10,38.0,16450000
2023,кирпичный,10.05.24,"Компания ""Этажы"" ",Алматы,1.0,7,9,37.7,14400000
2020,кирпичный,10.05.24,"Компания ""Этажы"" ",Алматы,2.0,8,9,51.2,24000000
1970,панельный,10.05.24,"Компания ""Этажы"" ",Алматы,1.0,4,5,32.0,13900000
2014,монолитный,10.05.24,"Компания ""Этажы"" ",Алматы,1.0,10,14,38.0,16800000
2017,монолитный,10.05.24,"Компания ""Этажы"" ",Алматы,1.0,5,12,30.0,16000000
1987,панельный,10.05.24,"Компания ""Этажы"" ",Алматы,4.0,3,5,88.0,38000000
2021,кирпичный,10.05.24,"Компания ""Этажы"" ",Алматы,1.0,7,10,38.4,18500000
2018,блочный,10.05.24,"Компания ""Этажы"" ",Алматы,2.0,7,9,54.5,27000000
2023,монолитный,10.05.24,"Компания ""Этажы"" ",Алматы,1.0,12,24,44.0,15000000
2016,монолитный,10.05.24,"Компания ""Этажы"" ",Алматы,3.0,10,12,80.0,29000000
2023,монолитный,10.05.24,"Компания ""Этажы"" ",Алматы,1.0,6,9,45.0,23500000
2023,кирпичный,10.05.24,"Компания ""Этажы"" ",Алматы,1.0,8,9,32.0,14500000
2016,монолитный,10.05.24,Частное лицо,Алматы,1.0,6,12,40.0,17000000
1970,кирпичный,10.05.24,"Компания ""Этажы"" ",Алматы,2.0,3,5,45.0,16500000
2009,монолитный,10.05.24,"Компания ""Этажы"" ",Алматы,2.0,12,16,65.0,25500000
